API_NO,WELL_NAME,FIELD,OPERATOR,LATITUDE,LONGITUDE,COUNTY,STATE,FORMATION,STATUS,SPUD_DATE,FIRST_PROD_DATE,TVD_FT,MD_FT,LATERAL_LENGTH_FT,PERF_TOP_FT,PERF_BOTTOM_FT
42-371-36899,Myers 9V,Toyah,Texas Energy LLC,31.298157,-102.560246,Pecos,TX,Wolfcamp A,SHUT-IN,2022-05-25,2022-07-29,11030,19762,8497,10902,11195
42-109-63795,Owens 8H,Ward-Estes,Texas Energy LLC,31.438329,-104.149732,Culberson,TX,Wolfcamp A,ACTIVE,2025-08-12,2025-09-29,13409,24217,11050,13092,13545
42-475-91201,Ramirez 9H,Van Horn,Texas Energy LLC,31.515673,-103.455591,Ward,TX,Wolfcamp C,ACTIVE,2025-02-06,2025-04-22,11827,22883,11421,11720,12019
42-109-84405,Resources 10H,Delaware Basin,Texas Energy LLC,31.466099,-104.216432,Culberson,TX,2nd Bone Spring,ACTIVE,2025-07-19,2025-09-08,9224,16480,7068,9059,9518
42-389-46563,Collins 1H,Loving,Texas Energy LLC,31.114136,-103.402707,Reeves,TX,2nd Bone Spring,ACTIVE,2025-12-15,2026-02-09,12095,23211,10799,11756,12273
42-495-63805,Morris 2H,Kermit,Texas Energy LLC,31.96758,-103.417118,Winkler,TX,Wolfcamp B,ACTIVE,2023-08-10,2023-09-26,11501,18445,6522,11305,11612
42-389-38361,Mitchell 1H,Delaware Basin,Texas Energy LLC,31.749435,-103.46877,Reeves,TX,Bone Spring,ACTIVE,2022-05-20,2022-07-13,9190,20393,11387,8973,9303
42-109-92831,Gray 11H,Grandfalls,Texas Energy LLC,31.730427,-104.167626,Culberson,TX,Wolfcamp B,ACTIVE,2022-07-20,2022-09-04,11918,18079,6086,11775,12148
42-475-45203,Bennett 5H,Buena Vista,Texas Energy LLC,31.226262,-103.267993,Ward,TX,2nd Bone Spring,ACTIVE,2023-07-22,2023-10-20,11695,24238,12775,11521,11880
42-371-49356,Harris 12H,Wink,Texas Energy LLC,30.58614,-103.216404,Pecos,TX,Wolfcamp B,ACTIVE,2023-12-16,2024-02-26,11857,19317,7008,11428,12078
42-389-75171,Turner 4H,Mentone,Texas Energy LLC,31.119388,-103.673189,Reeves,TX,1st Bone Spring,ACTIVE,2022-07-06,2022-08-22,8611,21932,13167,8411,8666
42-389-73525,Parker 7H,Balmorhea,Texas Energy LLC,31.439126,-103.220323,Reeves,TX,Delaware Mountain,ACTIVE,2023-12-21,2024-02-09,12743,20303,7421,12417,12811
42-495-99348,Adams 7V,Orla,Texas Energy LLC,32.073316,-103.115733,Winkler,TX,Brushy Canyon,ACTIVE,2024-04-09,2024-06-27,10703,24003,13353,10465,10867
42-371-36181,Edwards 8H,Imperial,Texas Energy LLC,30.790618,-103.020928,Pecos,TX,Wolfcamp B,ACTIVE,2024-11-07,2025-01-13,9656,19479,9875,9286,9893
42-389-85576,Morris 10H,Balmorhea,Texas Energy LLC,31.141148,-103.625721,Reeves,TX,Brushy Canyon,ACTIVE,2025-02-12,2025-04-23,11594,19324,7748,11269,11752
42-389-47350,Watson 3H,Loving,Texas Energy LLC,31.603837,-103.757293,Reeves,TX,1st Bone Spring,ACTIVE,2023-12-13,2024-03-09,10594,20926,10657,10304,10887
42-475-85508,Turner 4H,Toyah,Texas Energy LLC,31.355842,-103.302379,Ward,TX,1st Bone Spring,ACTIVE,2023-08-12,2023-10-18,12765,20400,8056,12535,12933
42-371-35846,Butler 7H,Imperial,Texas Energy LLC,30.682117,-103.569839,Pecos,TX,Wolfcamp B,ACTIVE,2024-06-04,2024-07-19,10975,24655,13893,10602,11244
42-371-64671,Powell 2H,Ward-Estes,Texas Energy LLC,31.145703,-102.851349,Pecos,TX,Wolfcamp A,SHUT-IN,2024-10-07,2025-01-05,9069,14996,5750,8853,9316
42-495-49731,Graham 7H,Reeves County,Texas Energy LLC,31.778471,-103.314608,Winkler,TX,Wolfcamp C,ACTIVE,2023-02-15,2023-04-20,10793,21619,10854,10457,11069
42-389-88190,James 4H,Imperial,Texas Energy LLC,31.180699,-103.514902,Reeves,TX,Delaware Mountain,SHUT-IN,2024-03-01,2024-05-28,12527,19155,6723,12203,12710
42-475-49523,Johnson 1H,Pecos Valley,Texas Energy LLC,31.570526,-103.383507,Ward,TX,Bone Spring,ACTIVE,2025-10-02,2025-12-01,9569,14480,5235,9146,9631
42-495-41854,Campbell 10V,Wink,Texas Energy LLC,32.018216,-103.333599,Winkler,TX,Wolfcamp A,ACTIVE,2025-11-21,2026-02-09,12079,20630,8823,11847,12158
42-371-40741,Ellis 10V,Red Hills,Texas Energy LLC,30.869698,-102.595901,Pecos,TX,Wolfcamp B,SHUT-IN,2022-05-26,2022-07-23,11985,25395,13132,11804,12168
42-475-69708,Washington 10H,Buena Vista,Texas Energy LLC,31.533005,-103.312266,Ward,TX,2nd Bone Spring,ACTIVE,2025-03-07,2025-06-03,10286,16053,6205,10051,10506
42-371-80466,Green 1H,Loving,Texas Energy LLC,31.005504,-102.767547,Pecos,TX,1st Bone Spring,ACTIVE,2024-01-19,2024-04-03,12463,22789,10634,12042,12735
42-475-51534,Griffin 10H,Balmorhea,Texas Energy LLC,31.21345,-103.451244,Ward,TX,1st Bone Spring,ACTIVE,2023-04-24,2023-06-10,9969,18524,8208,9762,10069
42-389-36286,Ward 3H,Buena Vista,Texas Energy LLC,31.136598,-103.137443,Reeves,TX,3rd Bone Spring,ACTIVE,2025-08-19,2025-10-11,10622,15980,5155,10260,10854
42-389-47173,Price 9H,Kermit,Texas Energy LLC,31.021154,-103.739091,Reeves,TX,Avalon Shale,ACTIVE,2023-07-13,2023-10-04,10219,23377,12779,10117,10370
42-475-59132,Powell 10H,Imperial,Texas Energy LLC,31.407668,-103.495481,Ward,TX,1st Bone Spring,SHUT-IN,2025-10-01,2025-12-14,12680,27610,14707,12424,12895
42-475-33441,Wallace 5H,Ward-Estes,Texas Energy LLC,31.504497,-103.171084,Ward,TX,Wolfcamp A,SHUT-IN,2024-01-06,2024-02-29,13139,24276,11566,12967,13378
42-495-93404,Foster 7H,Red Hills,Texas Energy LLC,32.036048,-103.067995,Winkler,TX,Wolfcamp A,ACTIVE,2025-01-18,2025-03-24,10643,20767,10203,10343,10900
42-475-35488,Bennett 1H,Coyanosa,Texas Energy LLC,31.476272,-103.480312,Ward,TX,Wolfcamp A,ACTIVE,2025-10-12,2025-11-27,12807,20462,8027,12674,12872
42-475-62195,Flores 8V,Red Hills,Texas Energy LLC,31.395815,-103.141479,Ward,TX,Wolfcamp B,ACTIVE,2024-02-13,2024-05-03,11720,16341,5053,11524,11977
42-475-79958,Ramirez 7H,Toyah,Texas Energy LLC,31.592902,-103.340633,Ward,TX,Wolfcamp B,SHUT-IN,2025-04-28,2025-06-26,10963,18653,7365,10626,11247
42-371-93720,Patterson 8H,Orla,Texas Energy LLC,30.974686,-102.894077,Pecos,TX,Wolfcamp B,ACTIVE,2024-03-26,2024-05-26,10357,23170,12933,10110,10604
42-389-47896,West 1H,Red Hills,Texas Energy LLC,31.404679,-103.630292,Reeves,TX,3rd Bone Spring,ACTIVE,2024-05-18,2024-08-01,11290,19919,9020,11131,11586
42-495-35713,Edwards 5V,Toyah,Texas Energy LLC,31.701745,-103.198265,Winkler,TX,2nd Bone Spring,ACTIVE,2025-09-27,2025-12-12,11363,23499,12586,10943,11472
42-371-32788,Patterson 9H,Monahans,Texas Energy LLC,31.013443,-103.247736,Pecos,TX,3rd Bone Spring,ACTIVE,2024-12-25,2025-02-10,10163,20630,9998,9957,10364
42-475-67883,Rivera 6H,Coyanosa,Texas Energy LLC,31.203611,-103.221834,Ward,TX,Wolfcamp C,ACTIVE,2024-04-03,2024-06-17,8976,22391,13413,8765,9034
42-389-49655,Roberts 7H,Grandfalls,Texas Energy LLC,31.324147,-103.405899,Reeves,TX,3rd Bone Spring,ACTIVE,2024-06-22,2024-08-09,11499,21921,10081,11312,11749
42-389-66818,Jenkins 2H,Buena Vista,Texas Energy LLC,31.074589,-103.271067,Reeves,TX,Avalon Shale,ACTIVE,2024-01-11,2024-03-01,10396,17783,7565,9971,10475
42-389-90140,Howard 10H,Fort Stockton,Texas Energy LLC,31.146832,-103.158226,Reeves,TX,Delaware Mountain,ACTIVE,2024-08-14,2024-10-13,13048,18187,5087,12835,13343
42-109-32116,Peterson 2H,Ward-Estes,Texas Energy LLC,31.305079,-104.157271,Culberson,TX,Wolfcamp B,ACTIVE,2025-11-10,2026-01-08,9191,20971,11384,8850,9245
42-389-62581,Hayes 7H,Buena Vista,Texas Energy LLC,31.385544,-103.335403,Reeves,TX,Delaware Mountain,ACTIVE,2022-01-21,2022-03-17,12641,25701,12688,12288,12913
42-389-46883,Johnson 8V,Toyah,Texas Energy LLC,31.008864,-103.508133,Reeves,TX,Bone Spring,ACTIVE,2024-07-20,2024-10-10,13421,21051,7528,12944,13625
42-371-87610,Scott 2H,Balmorhea,Texas Energy LLC,31.26828,-102.960954,Pecos,TX,1st Bone Spring,ACTIVE,2023-10-21,2024-01-11,10024,15336,5479,9831,10118
42-389-95776,Hayes 10H,Monahans,Texas Energy LLC,31.030318,-103.387248,Reeves,TX,Avalon Shale,ACTIVE,2025-11-08,2026-02-02,9033,17261,8254,8631,9195
42-389-71796,Butler 7H,Toyah,Texas Energy LLC,31.589691,-103.743893,Reeves,TX,Bone Spring,ACTIVE,2024-01-25,2024-03-16,12868,20733,8004,12395,13121
42-475-42326,Hayes 5H,Ward-Estes,Texas Energy LLC,31.402245,-103.224094,Ward,TX,Wolfcamp B,ACTIVE,2025-07-23,2025-09-09,13339,22855,9180,12952,13441
42-389-76525,Griffin 8H,Imperial,Texas Energy LLC,31.759935,-103.162528,Reeves,TX,Wolfcamp B,ACTIVE,2023-12-25,2024-03-16,12672,18699,6372,12569,12873
42-389-49165,West 12H,Delaware Basin,Texas Energy LLC,31.147365,-103.561642,Reeves,TX,2nd Bone Spring,ACTIVE,2024-06-20,2024-08-23,8520,20977,12364,8102,8777
42-371-46553,Hayes 1H,Reeves County,Texas Energy LLC,30.660145,-103.613824,Pecos,TX,1st Bone Spring,ACTIVE,2022-02-17,2022-04-18,11902,21202,9299,11721,12004
42-389-48830,Owens 6H,Kermit,Texas Energy LLC,31.250066,-103.297146,Reeves,TX,Wolfcamp A,SHUT-IN,2022-06-08,2022-08-21,9503,18845,9382,9277,9589
42-389-57710,Flores 8H,Delaware Basin,Texas Energy LLC,31.721018,-103.315399,Reeves,TX,Wolfcamp A,SHUT-IN,2024-09-19,2024-12-15,8769,17158,7938,8508,8823
42-475-44714,Rogers 8H,Fort Stockton,Texas Energy LLC,31.536615,-103.02818,Ward,TX,1st Bone Spring,ACTIVE,2025-05-01,2025-07-14,12725,21627,8658,12255,12957
42-389-38540,Clayton 8H,Coyanosa,Texas Energy LLC,31.318031,-103.535802,Reeves,TX,Delaware Mountain,ACTIVE,2022-10-02,2022-12-28,9016,18843,9601,8772,9250
42-475-51895,Richardson 3H,Grandfalls,Texas Energy LLC,31.514963,-103.064565,Ward,TX,2nd Bone Spring,ACTIVE,2022-03-21,2022-05-28,11241,18123,7257,11038,11403
42-389-55576,Bass 6H,Van Horn,Texas Energy LLC,31.005332,-103.217247,Reeves,TX,Wolfcamp B,ACTIVE,2025-09-05,2025-11-18,10916,17944,6795,10455,11201
42-495-75010,Minerals 6H,Wink,Texas Energy LLC,31.797666,-103.008405,Winkler,TX,Wolfcamp B,SHUT-IN,2023-11-05,2024-01-15,12021,17689,5522,11572,12305
42-495-56517,Cole 9H,Orla,Texas Energy LLC,32.045035,-103.345501,Winkler,TX,Wolfcamp C,ACTIVE,2023-06-03,2023-08-22,12866,19493,6939,12604,13130
42-301-47145,Ramirez 6H,Monahans,Texas Energy LLC,31.941715,-103.907837,Loving,TX,Wolfcamp A,ACTIVE,2024-04-02,2024-05-17,11985,19986,7625,11790,12065
42-301-46794,Hart 1H,Loving,Texas Energy LLC,31.747827,-103.514785,Loving,TX,Wolfcamp B,ACTIVE,2024-12-08,2025-02-11,12400,22064,9596,12126,12597
42-301-79412,Wood 10H,Coyanosa,Texas Energy LLC,31.629586,-103.50465,Loving,TX,Bone Spring,SHUT-IN,2022-06-23,2022-09-10,13364,19367,6392,12871,13477
42-389-79989,Roberts 7H,Balmorhea,Texas Energy LLC,31.074041,-103.621385,Reeves,TX,Wolfcamp A,ACTIVE,2025-05-21,2025-08-15,9762,16542,6975,9411,10017
42-495-84831,Flores 8H,Van Horn,Texas Energy LLC,31.836568,-103.425071,Winkler,TX,Wolfcamp A,ACTIVE,2024-05-22,2024-07-07,10164,24176,14502,9753,10343
42-389-66046,West 6H,Grandfalls,Texas Energy LLC,31.499454,-103.390245,Reeves,TX,Brushy Canyon,SHUT-IN,2025-09-20,2025-12-01,9312,16559,6874,8877,9528
42-475-46884,Price 2H,Delaware Basin,Texas Energy LLC,31.327044,-103.404313,Ward,TX,1st Bone Spring,ACTIVE,2023-12-26,2024-02-11,11213,25002,13384,10785,11268
42-475-33988,Bryant 11H,Imperial,Texas Energy LLC,31.631593,-103.036213,Ward,TX,Bone Spring,ACTIVE,2022-01-12,2022-02-27,9754,18043,7898,9587,9825
42-475-39604,Wheeler 4H,Van Horn,Texas Energy LLC,31.448165,-103.014659,Ward,TX,Wolfcamp A,ACTIVE,2023-01-05,2023-04-04,11232,25908,14565,10763,11300
42-371-94340,Morris 8H,Toyah,Texas Energy LLC,30.58207,-103.784055,Pecos,TX,Wolfcamp C,ACTIVE,2024-08-04,2024-09-22,11782,24413,13056,11387,11993
42-475-71738,Washington 8H,Van Horn,Texas Energy LLC,31.404213,-103.330764,Ward,TX,Bone Spring,ACTIVE,2025-07-22,2025-09-12,12215,25267,12836,12084,12368
42-475-88314,Jackson 1H,Toyah,Texas Energy LLC,31.594643,-103.054668,Ward,TX,Wolfcamp A,ACTIVE,2022-02-06,2022-04-18,13226,26847,14067,12977,13342
42-389-94816,Watson 2V,Orla,Texas Energy LLC,31.540569,-103.514522,Reeves,TX,Wolfcamp B,ACTIVE,2024-11-15,2025-01-27,12917,21019,7691,12796,13054
42-389-73888,Bass 1H,Reeves County,Texas Energy LLC,31.658848,-103.223673,Reeves,TX,Wolfcamp B,ACTIVE,2024-02-10,2024-05-05,13468,20044,6198,12991,13600
42-389-84775,Hughes 3H,Fort Stockton,Texas Energy LLC,31.033699,-103.761043,Reeves,TX,Bone Spring,ACTIVE,2024-03-15,2024-05-02,11085,20907,9687,10699,11217
42-109-36658,Stewart 1H,Orla,Texas Energy LLC,31.364609,-104.461139,Culberson,TX,Wolfcamp B,SHUT-IN,2024-03-24,2024-06-05,13019,25100,12007,12915,13097
42-495-40322,Green 12H,Culberson County,Texas Energy LLC,32.006203,-103.211673,Winkler,TX,2nd Bone Spring,ACTIVE,2023-08-02,2023-10-10,11201,25731,14802,10958,11267
42-389-58656,Nelson 2H,Imperial,Texas Energy LLC,31.606706,-103.445778,Reeves,TX,Bone Spring,ACTIVE,2023-10-23,2024-01-18,9706,21640,12195,9553,9886
42-389-62089,Bailey 9H,Pecos Valley,Texas Energy LLC,31.13702,-103.582036,Reeves,TX,Wolfcamp A,ACTIVE,2025-11-02,2025-12-23,11642,17111,5881,11324,11792
42-389-92986,Thompson 8H,Orla,Texas Energy LLC,31.079106,-103.308677,Reeves,TX,Wolfcamp A,ACTIVE,2022-10-22,2022-12-25,8632,15659,7217,8295,8853
42-475-43645,Fisher 2H,Wink,Texas Energy LLC,31.668344,-103.429678,Ward,TX,Wolfcamp B,ACTIVE,2023-11-03,2024-02-01,11250,23078,12317,11015,11353
42-301-90548,Powell 12H,Red Hills,Texas Energy LLC,31.941742,-103.750513,Loving,TX,1st Bone Spring,ACTIVE,2022-11-16,2023-02-04,11328,17401,6361,10846,11513
42-371-36303,Diaz 3H,Grandfalls,Texas Energy LLC,30.868963,-103.344539,Pecos,TX,Brushy Canyon,ACTIVE,2023-02-22,2023-05-13,10405,23485,13248,10176,10547
42-389-83626,Simmons 8H,Loving,Texas Energy LLC,31.096222,-103.603712,Reeves,TX,Wolfcamp A,ACTIVE,2022-05-26,2022-08-17,12898,21394,8951,12555,13124
42-389-90475,Baker 1H,Delaware Basin,Texas Energy LLC,31.17295,-103.476965,Reeves,TX,Wolfcamp A,ACTIVE,2025-10-02,2025-12-18,12371,18779,6238,12072,12547
42-475-41915,Harris 11H,Coyanosa,Texas Energy LLC,31.577891,-103.069449,Ward,TX,3rd Bone Spring,SHUT-IN,2022-07-13,2022-10-04,12334,25760,13669,11951,12604
42-475-39126,Land Trust 5H,Grandfalls,Texas Energy LLC,31.294488,-103.098236,Ward,TX,Wolfcamp B,ACTIVE,2024-04-28,2024-07-12,12296,17366,5555,11843,12453
42-475-80512,West 9H,Toyah,Texas Energy LLC,31.41927,-103.210429,Ward,TX,1st Bone Spring,ACTIVE,2025-01-24,2025-03-30,8730,19675,10453,8356,8833
42-389-60814,Sanders 12V,Van Horn,Texas Energy LLC,31.111091,-103.45387,Reeves,TX,1st Bone Spring,ACTIVE,2022-07-01,2022-09-18,11259,21233,9918,11117,11550
42-389-43114,Wood 6H,Van Horn,Texas Energy LLC,31.48572,-103.754728,Reeves,TX,Wolfcamp A,ACTIVE,2024-05-04,2024-07-07,13448,21001,7706,13243,13670
42-389-51804,Jordan 12H,Van Horn,Texas Energy LLC,31.479253,-103.756937,Reeves,TX,Wolfcamp C,ACTIVE,2023-03-05,2023-05-07,12850,19453,6753,12587,12966
42-301-38450,Barnes 4H,Fort Stockton,Texas Energy LLC,31.726914,-103.501781,Loving,TX,Wolfcamp A,ACTIVE,2023-08-05,2023-10-29,10248,20574,10245,10132,10451
42-475-80790,Beal 4H,Loving,Texas Energy LLC,31.496578,-103.048803,Ward,TX,Bone Spring,ACTIVE,2024-09-08,2024-11-23,13442,22085,8732,12969,13550
42-109-69727,Evans 8H,Loving,Texas Energy LLC,31.845867,-104.084696,Culberson,TX,Delaware Mountain,ACTIVE,2022-01-12,2022-04-10,12993,21657,8474,12494,13232
42-495-50446,Wilson 12H,Culberson County,Texas Energy LLC,32.003094,-103.073618,Winkler,TX,Wolfcamp B,ACTIVE,2023-05-01,2023-07-06,9411,19370,9999,9070,9466
42-389-43705,Harrison 7H,Orla,Texas Energy LLC,31.210141,-103.234932,Reeves,TX,Wolfcamp B,SHUT-IN,2023-08-11,2023-11-06,12369,26968,14824,12242,12535
42-495-43398,Henderson 2V,Kermit,Texas Energy LLC,31.789421,-103.004285,Winkler,TX,2nd Bone Spring,ACTIVE,2025-09-09,2025-11-17,13076,22906,10314,12664,13208
42-109-85372,Morris 4V,Grandfalls,Texas Energy LLC,31.450942,-104.556764,Culberson,TX,Wolfcamp B,ACTIVE,2025-12-24,2026-03-24,10503,18921,8811,10128,10571
42-109-88741,Cole 3H,Orla,Texas Energy LLC,31.945947,-104.781884,Culberson,TX,Wolfcamp A,ACTIVE,2024-05-14,2024-07-31,13444,22188,8652,13114,13722
42-389-71180,Hamilton 11H,Delaware Basin,Texas Energy LLC,31.190949,-103.52295,Reeves,TX,Wolfcamp C,ACTIVE,2025-10-19,2025-12-09,9100,22626,13808,8741,9217
42-371-59861,Hayes 9H,Van Horn,Texas Energy LLC,31.076085,-102.867166,Pecos,TX,Wolfcamp C,ACTIVE,2025-10-15,2025-12-30,13341,25053,12146,13154,13396
42-301-52911,Jenkins 8H,Pecos Valley,Texas Energy LLC,31.782878,-103.939816,Loving,TX,1st Bone Spring,ACTIVE,2023-07-19,2023-09-08,11165,22216,10924,10933,11262
42-389-85552,Bryant 11H,Loving,Texas Energy LLC,31.385031,-103.119006,Reeves,TX,Wolfcamp A,ACTIVE,2025-09-18,2025-12-03,12862,26988,13785,12645,13010
42-389-80122,Adams 4V,Red Hills,Texas Energy LLC,31.260548,-103.408019,Reeves,TX,Bone Spring,ACTIVE,2023-03-11,2023-05-25,13357,26529,12698,13234,13606
42-371-65742,Bailey 10H,Coyanosa,Texas Energy LLC,31.005507,-103.390811,Pecos,TX,1st Bone Spring,ACTIVE,2023-01-28,2023-03-19,9259,24583,14846,8948,9473
42-109-55647,Green 12H,Balmorhea,Texas Energy LLC,31.4857,-104.678854,Culberson,TX,Wolfcamp B,ACTIVE,2022-09-28,2022-11-25,8526,20209,12115,8175,8718
42-389-43709,Henderson 4H,Grandfalls,Texas Energy LLC,31.386239,-103.222973,Reeves,TX,Wolfcamp A,ACTIVE,2025-09-19,2025-12-12,10111,22525,12126,9637,10365
42-389-48564,Washington 12H,Delaware Basin,Texas Energy LLC,31.285756,-103.778367,Reeves,TX,Wolfcamp B,ACTIVE,2025-11-04,2026-01-05,12963,25804,12360,12594,13057
42-389-63186,Watson 10H,Kermit,Texas Energy LLC,31.485272,-103.599772,Reeves,TX,Wolfcamp A,ACTIVE,2024-10-23,2024-12-10,9431,17156,8076,9198,9640
42-495-69577,Price 2H,Van Horn,Texas Energy LLC,31.877616,-103.349708,Winkler,TX,Wolfcamp C,SHUT-IN,2025-11-23,2026-01-13,10584,23841,13072,10182,10759
42-475-39248,Diaz 12H,Van Horn,Texas Energy LLC,31.514784,-103.3653,Ward,TX,2nd Bone Spring,ACTIVE,2023-07-27,2023-09-19,11091,23083,12104,10978,11387
42-371-33615,Bryant 6H,Fort Stockton,Texas Energy LLC,31.135565,-102.927321,Pecos,TX,Wolfcamp A,ACTIVE,2024-02-25,2024-04-17,13285,19740,6318,13050,13539
42-475-36928,Alexander 9V,Orla,Texas Energy LLC,31.697004,-103.456795,Ward,TX,1st Bone Spring,ACTIVE,2023-07-17,2023-09-03,13404,20661,7233,13229,13682
42-389-46558,Cattle Co 7H,Toyah,Texas Energy LLC,31.403406,-103.357991,Reeves,TX,Delaware Mountain,SHUT-IN,2023-02-03,2023-03-21,12083,17415,5189,11589,12284
42-475-68175,Morris 12H,Loving,Texas Energy LLC,31.21632,-103.355948,Ward,TX,Wolfcamp A,SHUT-IN,2023-07-04,2023-09-21,10341,18212,7441,10105,10602
42-475-67947,Bell 3V,Kermit,Texas Energy LLC,31.257587,-103.489572,Ward,TX,Wolfcamp C,ACTIVE,2025-02-08,2025-04-21,13324,24920,11560,13184,13475
42-389-54523,Mitchell 6H,Balmorhea,Texas Energy LLC,31.251664,-103.484299,Reeves,TX,Bone Spring,SHUT-IN,2025-07-22,2025-10-06,11904,24176,12272,11719,11975
42-301-30291,Henderson 6H,Red Hills,Texas Energy LLC,31.723887,-103.774782,Loving,TX,Wolfcamp A,ACTIVE,2025-08-04,2025-10-06,12623,25178,12516,12415,12690
42-389-34187,Ramirez 11H,Pecos Valley,Texas Energy LLC,31.457054,-103.349794,Reeves,TX,Wolfcamp B,ACTIVE,2025-09-09,2025-11-08,8614,16502,7481,8455,8686
42-371-44383,Powell 1H,Ward-Estes,Texas Energy LLC,30.924671,-103.459213,Pecos,TX,Wolfcamp B,ACTIVE,2022-01-26,2022-04-05,9955,24744,14339,9598,10239
42-109-90051,Davis 7H,Buena Vista,Texas Energy LLC,31.754467,-104.565463,Culberson,TX,Brushy Canyon,ACTIVE,2022-06-26,2022-09-16,11951,21537,9677,11521,12118
42-109-35121,Washington 9H,Coyanosa,Texas Energy LLC,31.652919,-104.706185,Culberson,TX,Wolfcamp B,ACTIVE,2022-03-03,2022-04-27,10132,23389,13055,9652,10219
42-371-42061,Cook 7V,Coyanosa,Texas Energy LLC,31.145408,-102.808568,Pecos,TX,Wolfcamp B,ACTIVE,2025-05-02,2025-07-10,12946,26329,13076,12740,13088
42-371-78015,Clayton 10H,Kermit,Texas Energy LLC,30.78972,-102.565693,Pecos,TX,1st Bone Spring,SHUT-IN,2025-02-19,2025-04-13,12837,23756,11012,12577,13053
42-371-38126,Reed 10H,Reeves County,Texas Energy LLC,31.235293,-103.225506,Pecos,TX,Wolfcamp A,ACTIVE,2024-07-13,2024-09-02,11867,21071,8819,11461,12118
42-389-30951,Harrison 5H,Wink,Texas Energy LLC,31.300533,-103.435948,Reeves,TX,Wolfcamp C,ACTIVE,2024-06-22,2024-08-27,11082,20470,8925,10798,11302
42-475-30128,Foster 12V,Delaware Basin,Texas Energy LLC,31.421035,-103.353991,Ward,TX,Delaware Mountain,ACTIVE,2023-01-09,2023-03-12,11103,16450,5837,10913,11154
42-371-94904,Barnes 3V,Pecos Valley,Texas Energy LLC,30.636578,-102.7559,Pecos,TX,Wolfcamp C,ACTIVE,2025-05-24,2025-08-20,10720,24110,13560,10306,10997
42-389-90792,Ford 1H,Wink,Texas Energy LLC,31.373297,-103.104123,Reeves,TX,Wolfcamp A,ACTIVE,2025-08-28,2025-10-26,10857,19909,9306,10418,10925
42-301-43792,Owens 11H,Fort Stockton,Texas Energy LLC,31.699912,-103.874665,Loving,TX,Wolfcamp B,ACTIVE,2024-03-11,2024-05-22,11570,19042,7379,11093,11859
42-389-76938,Ross 5H,Balmorhea,Texas Energy LLC,31.593754,-103.463686,Reeves,TX,Wolfcamp B,ACTIVE,2023-01-23,2023-03-31,11856,24874,12617,11520,11989
42-389-32049,Ranch 10H,Monahans,Texas Energy LLC,31.429911,-103.114866,Reeves,TX,2nd Bone Spring,SHUT-IN,2024-11-21,2025-02-12,13012,21725,8377,12686,13118
42-389-90727,Collins 9V,Culberson County,Texas Energy LLC,31.395723,-103.502081,Reeves,TX,2nd Bone Spring,ACTIVE,2024-12-22,2025-02-25,13039,23034,10320,12847,13238
42-389-31889,Myers 5H,Ward-Estes,Texas Energy LLC,31.075316,-103.419005,Reeves,TX,Wolfcamp B,ACTIVE,2024-03-22,2024-06-17,8752,16538,7577,8509,8864
42-475-38782,Moore 6H,Imperial,Texas Energy LLC,31.480379,-103.113212,Ward,TX,Bone Spring,ACTIVE,2023-12-25,2024-02-22,11125,22322,10778,10889,11303
42-301-81792,State 12H,Buena Vista,Texas Energy LLC,31.76218,-103.899845,Loving,TX,Avalon Shale,ACTIVE,2024-12-27,2025-03-17,13275,23833,10703,13034,13382
42-495-56878,Ross 3H,Orla,Texas Energy LLC,31.906506,-103.218975,Winkler,TX,Delaware Mountain,ACTIVE,2024-12-01,2025-02-15,10144,16591,6879,10044,10233
42-301-59804,Harris 11H,Wink,Texas Energy LLC,31.814729,-103.539751,Loving,TX,1st Bone Spring,ACTIVE,2022-03-05,2022-05-09,13405,19383,5657,13006,13655
42-389-67887,Harrison 11H,Culberson County,Texas Energy LLC,31.452277,-103.685569,Reeves,TX,2nd Bone Spring,ACTIVE,2022-01-22,2022-03-19,12355,23752,10971,11936,12607
42-389-87011,Ford 2V,Monahans,Texas Energy LLC,31.145596,-103.482425,Reeves,TX,Wolfcamp A,ACTIVE,2022-02-05,2022-04-08,12825,22822,9691,12575,12997
42-389-55149,Russell 4H,Orla,Texas Energy LLC,31.487064,-103.78863,Reeves,TX,Wolfcamp A,ACTIVE,2025-07-22,2025-09-16,12697,20550,8077,12388,12795
42-389-49066,Hayes 10H,Kermit,Texas Energy LLC,31.503391,-103.484788,Reeves,TX,Bone Spring,ACTIVE,2024-12-05,2025-02-21,13055,21701,8496,12663,13114
42-475-98123,Wood 2H,Kermit,Texas Energy LLC,31.212261,-103.219036,Ward,TX,Wolfcamp B,ACTIVE,2022-11-13,2023-02-10,9867,22798,12888,9522,10154
42-495-36428,Morris 4V,Loving,Texas Energy LLC,32.064247,-103.127414,Winkler,TX,3rd Bone Spring,SHUT-IN,2023-10-09,2024-01-05,9620,16636,6591,9199,9835
42-109-49315,Ford 3H,Delaware Basin,Texas Energy LLC,31.478002,-104.318281,Culberson,TX,Wolfcamp A,ACTIVE,2025-07-23,2025-10-13,9158,23084,13495,8962,9432
42-389-59146,Cooper 10H,Balmorhea,Texas Energy LLC,31.654805,-103.746538,Reeves,TX,Wolfcamp A,ACTIVE,2025-12-23,2026-02-18,10752,23974,13714,10264,10812
