EVENT_ID,API_NO,WELL_NAME,FIELD,EVENT_DATE,EVENT_TYPE,EVENT_DESCRIPTION,DURATION_HOURS,COST_USD
EVT-000183,42-495-88949,Taylor 10H,Ward-Estes,2023-06-18,CHEMICAL_TREATMENT,Scheduled wellhead maintenance and valve replacement,40.6,11356.68
EVT-000184,42-475-86345,Torres 6H,Wink,2025-01-12,CHEMICAL_TREATMENT,Quarterly ESP system diagnostic and vibration analysis completed,33.6,24721.57
EVT-000185,42-475-86345,Torres 6H,Wink,2025-01-29,MAINTENANCE,Surface facility maintenance including separator cleaning and meter calibration,47.2,23713.97
EVT-000186,42-475-86345,Torres 6H,Wink,2026-03-10,MAINTENANCE,Corrosion coupon retrieval and analysis - 2 mpy average rate,13.8,8681.8
EVT-000187,42-475-87092,Stewart 4H,Van Horn,2026-04-20,INSPECTION,Corrosion coupon retrieval and analysis - 2 mpy average rate,45.8,23192.94
EVT-000188,42-371-58369,Stewart 1H,Loving,2026-01-28,EQUIPMENT_CHANGE,"Increasing water cut trend noted, zone isolation evaluation in progress",136.7,262531.55
EVT-000189,42-371-58369,Stewart 1H,Loving,2025-11-21,INSPECTION,"Sand production increasing, pump wear accelerating",11.2,24043.71
EVT-000190,42-371-58369,Stewart 1H,Loving,2024-07-10,EQUIPMENT_CHANGE,"Intermittent ESP trips due to gas slugging, VSD ramp adjusted",60.2,131173.38
EVT-000191,42-371-58369,Stewart 1H,Loving,2024-02-23,CHEMICAL_TREATMENT,"Intermittent ESP trips due to gas slugging, VSD ramp adjusted",45.0,1730.83
EVT-000192,42-371-58369,Stewart 1H,Loving,2026-06-19,EQUIPMENT_CHANGE,"Paraffin accumulation restricting flow, hot oil treatment performed",32.5,248960.63
EVT-000193,42-389-42934,Cole 8H,Toyah,2025-10-10,CHEMICAL_TREATMENT,Surface facility maintenance including separator cleaning and meter calibration,28.7,24008.55
EVT-000194,42-389-42934,Cole 8H,Toyah,2023-03-27,INSPECTION,Routine preventive maintenance on ESP system including motor inspection and cable check,9.5,14655.85
EVT-000195,42-389-42934,Cole 8H,Toyah,2024-04-02,MAINTENANCE,Surface facility maintenance including separator cleaning and meter calibration,11.0,9623.31
EVT-000196,42-389-79372,Taylor 11V,Coyanosa,2025-11-03,WORKOVER,"Hole in tubing at 6500ft, severe production loss and gas migration",182.1,512519.75
EVT-000197,42-389-79372,Taylor 11V,Coyanosa,2025-08-08,EQUIPMENT_CHANGE,"Downhole pump seized due to severe sand production, pulling unit dispatched",79.6,109452.65
EVT-000198,42-389-79372,Taylor 11V,Coyanosa,2024-06-18,WORKOVER,Electrical cable failure on ESP causing complete shutdown,660.6,1665386.49
EVT-000199,42-389-79372,Taylor 11V,Coyanosa,2026-05-16,FAILURE,"Christmas tree valve failure, emergency well control initiated",185.7,546680.22
EVT-000200,42-389-79372,Taylor 11V,Coyanosa,2026-07-05,FAILURE,"Tubing leak detected at depth, production ceased for workover",50.5,142262.95
EVT-000201,42-109-70811,Mitchell 11H,Loving,2026-04-03,INSPECTION,Annual safety valve inspection and function test completed,37.7,3401.1
EVT-000202,42-389-79525,Cole 4H,Kermit,2025-01-25,MAINTENANCE,Scheduled wellhead maintenance and valve replacement,8.6,14213.88
EVT-000203,42-389-79525,Cole 4H,Kermit,2025-07-30,MAINTENANCE,Corrosion coupon retrieval and analysis - 2 mpy average rate,35.1,7766.96
EVT-000204,42-389-79525,Cole 4H,Kermit,2025-12-03,INSPECTION,Annual safety valve inspection and function test completed,10.5,12048.81
EVT-000205,42-389-75453,Reed 4V,Reeves County,2025-05-22,INSPECTION,"Elevated motor temperature detected, monitoring increased frequency",24.1,17297.82
EVT-000206,42-389-75453,Reed 4V,Reeves County,2024-12-28,CHEMICAL_TREATMENT,"Gas lift valve partially plugged, reduced injection efficiency",43.1,10888.82
EVT-000207,42-389-75453,Reed 4V,Reeves County,2026-06-18,FAILURE,"Increasing water cut trend noted, zone isolation evaluation in progress",254.3,35666.77
EVT-000208,42-389-64632,Sullivan 3V,Buena Vista,2025-12-02,INSPECTION,Routine tubing pressure test and casing inspection,26.6,20719.71
EVT-000209,42-389-64632,Sullivan 3V,Buena Vista,2025-10-03,MAINTENANCE,Routine preventive maintenance on ESP system including motor inspection and cable check,38.4,6426.82
EVT-000210,42-475-50746,Woods 5H,Orla,2024-07-21,INSPECTION,Scheduled wellhead maintenance and valve replacement,9.2,23219.76
EVT-000211,42-475-50746,Woods 5H,Orla,2022-07-19,INSPECTION,Routine tubing pressure test and casing inspection,42.3,5731.87
EVT-000212,42-475-50746,Woods 5H,Orla,2024-09-25,MAINTENANCE,Routine tubing pressure test and casing inspection,14.9,4337.29
EVT-000213,42-389-88383,Moore 7H,Buena Vista,2023-02-10,MAINTENANCE,Annual safety valve inspection and function test completed,38.3,19204.79
EVT-000214,42-371-58183,Gray 6H,Mentone,2025-11-25,EQUIPMENT_CHANGE,"Downhole pump seized due to severe sand production, pulling unit dispatched",68.8,52444.83
EVT-000215,42-371-58183,Gray 6H,Mentone,2026-04-14,WORKOVER,"Severe corrosion-induced tubing failure, well flowing up annulus",123.1,565071.04
EVT-000216,42-371-58183,Gray 6H,Mentone,2025-08-22,WORKOVER,Complete ESP system failure - motor burnout and pump lockup,317.6,472901.44
EVT-000217,42-371-58183,Gray 6H,Mentone,2026-01-20,WORKOVER,"Christmas tree valve failure, emergency well control initiated",53.6,1075328.42
EVT-000218,42-371-58183,Gray 6H,Mentone,2025-09-23,WORKOVER,"Christmas tree valve failure, emergency well control initiated",52.0,706056.83
EVT-000219,42-371-58183,Gray 6H,Mentone,2026-03-26,WORKOVER,"Tubing leak detected at depth, production ceased for workover",228.8,1855466.34
EVT-000220,42-371-58183,Gray 6H,Mentone,2025-12-21,FAILURE,"Hole in tubing at 6500ft, severe production loss and gas migration",297.2,673277.92
EVT-000221,42-371-58183,Gray 6H,Mentone,2026-05-27,FAILURE,Complete ESP system failure - motor burnout and pump lockup,100.8,674388.66
EVT-000222,42-371-58183,Gray 6H,Mentone,2026-06-16,FAILURE,"ESP motor failure due to overheating, well shut-in pending replacement",235.6,464289.86
EVT-000223,42-301-72184,Bryant 12H,Wink,2025-03-12,CHEMICAL_TREATMENT,"Intermittent ESP trips due to gas slugging, VSD ramp adjusted",34.9,22228.47
EVT-000224,42-301-72184,Bryant 12H,Wink,2024-12-07,MAINTENANCE,"Sand production increasing, pump wear accelerating",27.3,19117.32
EVT-000225,42-301-72184,Bryant 12H,Wink,2026-05-27,EQUIPMENT_CHANGE,Emulsion issues at separator requiring increased demulsifier dosage,71.8,129045.46
EVT-000226,42-301-72184,Bryant 12H,Wink,2026-05-15,FAILURE,"Elevated motor temperature detected, monitoring increased frequency",471.0,41499.77
EVT-000227,42-389-67389,Moore 10H,Fort Stockton,2026-01-01,CHEMICAL_TREATMENT,Annual safety valve inspection and function test completed,46.8,5829.14
EVT-000228,42-389-67389,Moore 10H,Fort Stockton,2026-05-06,MAINTENANCE,Surface facility maintenance including separator cleaning and meter calibration,18.9,5081.19
EVT-000229,42-389-67389,Moore 10H,Fort Stockton,2025-05-12,INSPECTION,Scheduled wellhead maintenance and valve replacement,34.7,1325.75
EVT-000230,42-389-67389,Moore 10H,Fort Stockton,2025-01-24,INSPECTION,Routine preventive maintenance on ESP system including motor inspection and cable check,9.0,9068.52
EVT-000231,42-301-37742,Powell 2V,Reeves County,2022-08-08,MAINTENANCE,Annual safety valve inspection and function test completed,38.1,11383.8
EVT-000232,42-301-37742,Powell 2V,Reeves County,2023-08-05,MAINTENANCE,Routine preventive maintenance on ESP system including motor inspection and cable check,8.5,17268.68
EVT-000233,42-109-85170,Reed 4V,Orla,2026-03-21,MAINTENANCE,Scheduled wellhead maintenance and valve replacement,25.4,10872.81
EVT-000234,42-109-85170,Reed 4V,Orla,2024-08-05,MAINTENANCE,Routine preventive maintenance on ESP system including motor inspection and cable check,7.0,20920.19
EVT-000235,42-109-85170,Reed 4V,Orla,2025-03-06,INSPECTION,Routine preventive maintenance on ESP system including motor inspection and cable check,12.7,3206.56
EVT-000236,42-109-85170,Reed 4V,Orla,2025-11-29,MAINTENANCE,Surface facility maintenance including separator cleaning and meter calibration,31.2,20702.46
EVT-000237,42-301-95213,Scott 8H,Delaware Basin,2024-05-19,MAINTENANCE,Annual safety valve inspection and function test completed,37.8,12648.25
EVT-000238,42-301-95213,Scott 8H,Delaware Basin,2024-08-30,CHEMICAL_TREATMENT,Routine preventive maintenance on ESP system including motor inspection and cable check,15.4,19181.14
EVT-000239,42-301-95213,Scott 8H,Delaware Basin,2025-08-30,CHEMICAL_TREATMENT,Quarterly ESP system diagnostic and vibration analysis completed,31.0,14864.54
EVT-000240,42-301-56254,Taylor 3H,Balmorhea,2025-08-26,CHEMICAL_TREATMENT,Annual safety valve inspection and function test completed,30.9,864.46
EVT-000241,42-301-56254,Taylor 3H,Balmorhea,2024-12-01,MAINTENANCE,Routine tubing pressure test and casing inspection,38.4,21167.38
EVT-000242,42-301-56254,Taylor 3H,Balmorhea,2024-02-11,CHEMICAL_TREATMENT,Routine preventive maintenance on ESP system including motor inspection and cable check,45.0,11353.4
EVT-000243,42-301-56254,Taylor 3H,Balmorhea,2023-08-08,INSPECTION,Annual safety valve inspection and function test completed,19.9,1220.32
EVT-000244,42-475-83476,Wilson 8H,Orla,2025-10-08,WORKOVER,Gas lift valve failure causing complete loss of artificial lift,615.2,425211.07
EVT-000245,42-475-83476,Wilson 8H,Orla,2025-11-19,FAILURE,"Christmas tree valve failure, emergency well control initiated",35.2,517397.98
EVT-000246,42-475-83476,Wilson 8H,Orla,2025-12-01,FAILURE,Complete ESP system failure - motor burnout and pump lockup,216.8,42087.12
EVT-000247,42-475-83476,Wilson 8H,Orla,2026-07-05,FAILURE,"Christmas tree valve failure, emergency well control initiated",57.5,89635.25
EVT-000248,42-475-83476,Wilson 8H,Orla,2026-06-03,FAILURE,Gas lift valve failure causing complete loss of artificial lift,417.5,751526.07
EVT-000249,42-475-72523,Gray 7H,Buena Vista,2026-02-06,WORKOVER,"VSD drive failure causing ESP shutdown, replacement ordered",49.2,910754.24
EVT-000250,42-475-72523,Gray 7H,Buena Vista,2026-01-02,FAILURE,"Hole in tubing at 6500ft, severe production loss and gas migration",192.8,156828.42
EVT-000251,42-475-72523,Gray 7H,Buena Vista,2025-09-15,FAILURE,"Tubing leak detected at depth, production ceased for workover",220.4,227628.33
EVT-000252,42-475-72523,Gray 7H,Buena Vista,2024-08-29,WORKOVER,"VSD drive failure causing ESP shutdown, replacement ordered",184.1,323096.49
EVT-000253,42-475-72523,Gray 7H,Buena Vista,2026-06-04,FAILURE,"Severe corrosion-induced tubing failure, well flowing up annulus",57.9,51363.3
EVT-000254,42-475-72523,Gray 7H,Buena Vista,2026-05-23,FAILURE,Electrical cable failure on ESP causing complete shutdown,302.8,434490.66
EVT-000255,42-475-72523,Gray 7H,Buena Vista,2026-07-02,FAILURE,Electrical cable failure on ESP causing complete shutdown,428.1,693692.01
EVT-000256,42-371-74222,Peterson 2H,Loving,2025-02-02,MAINTENANCE,"Paraffin accumulation restricting flow, hot oil treatment performed",21.2,9210.71
EVT-000257,42-371-74222,Peterson 2H,Loving,2026-03-08,MAINTENANCE,"Scale buildup detected in tubing, chemical squeeze scheduled",20.3,10352.73
EVT-000258,42-371-74222,Peterson 2H,Loving,2025-07-22,EQUIPMENT_CHANGE,"Scale buildup detected in tubing, chemical squeeze scheduled",15.2,125007.72
EVT-000259,42-371-74222,Peterson 2H,Loving,2025-03-19,CHEMICAL_TREATMENT,"Increasing water cut trend noted, zone isolation evaluation in progress",19.5,12951.68
EVT-000260,42-371-74222,Peterson 2H,Loving,2024-11-12,EQUIPMENT_CHANGE,"Gas lift valve partially plugged, reduced injection efficiency",113.6,245926.21
EVT-000261,42-371-74222,Peterson 2H,Loving,2024-11-19,INSPECTION,"Elevated motor temperature detected, monitoring increased frequency",19.7,14803.55
EVT-000262,42-371-74222,Peterson 2H,Loving,2026-05-20,EQUIPMENT_CHANGE,Emulsion issues at separator requiring increased demulsifier dosage,93.6,245672.63
EVT-000263,42-495-31883,Reed 5V,Mentone,2026-04-17,CHEMICAL_TREATMENT,Routine preventive maintenance on ESP system including motor inspection and cable check,33.9,3405.35
EVT-000264,42-495-31883,Reed 5V,Mentone,2025-10-09,CHEMICAL_TREATMENT,Scheduled wellhead maintenance and valve replacement,29.6,13415.4
EVT-000265,42-495-31883,Reed 5V,Mentone,2026-04-19,MAINTENANCE,Corrosion coupon retrieval and analysis - 2 mpy average rate,37.9,14728.63
EVT-000266,42-495-31883,Reed 5V,Mentone,2026-03-02,INSPECTION,Routine preventive maintenance on ESP system including motor inspection and cable check,2.1,18641.55
EVT-000267,42-475-59130,Ramirez 2H,Loving,2024-10-14,CHEMICAL_TREATMENT,Routine preventive maintenance on ESP system including motor inspection and cable check,46.6,9609.0
EVT-000268,42-475-59130,Ramirez 2H,Loving,2025-05-16,MAINTENANCE,Surface facility maintenance including separator cleaning and meter calibration,7.1,7344.77
EVT-000269,42-475-59130,Ramirez 2H,Loving,2026-04-26,CHEMICAL_TREATMENT,Scheduled wellhead maintenance and valve replacement,46.1,4017.31
EVT-000270,42-475-59130,Ramirez 2H,Loving,2026-01-16,CHEMICAL_TREATMENT,Surface facility maintenance including separator cleaning and meter calibration,29.0,9812.87
EVT-000271,42-475-43508,Green 4V,Orla,2024-03-17,MAINTENANCE,Routine preventive maintenance on ESP system including motor inspection and cable check,32.5,20311.45
EVT-000272,42-389-74966,Wood 6H,Fort Stockton,2024-07-21,EQUIPMENT_CHANGE,Gas lift valve failure causing complete loss of artificial lift,120.7,244966.71
EVT-000273,42-389-74966,Wood 6H,Fort Stockton,2023-03-28,EQUIPMENT_CHANGE,"Hole in tubing at 6500ft, severe production loss and gas migration",37.4,254742.9
EVT-000274,42-389-74966,Wood 6H,Fort Stockton,2023-09-06,WORKOVER,"VSD drive failure causing ESP shutdown, replacement ordered",622.7,897798.82
EVT-000275,42-389-74966,Wood 6H,Fort Stockton,2025-05-10,FAILURE,Gas lift valve failure causing complete loss of artificial lift,395.1,693933.31
EVT-000276,42-389-74966,Wood 6H,Fort Stockton,2022-10-12,FAILURE,"ESP motor failure due to overheating, well shut-in pending replacement",154.0,410872.4
EVT-000277,42-389-74966,Wood 6H,Fort Stockton,2025-10-19,FAILURE,"Rod parting at depth, well dead, workover rig scheduled",113.7,385029.84
EVT-000278,42-389-74966,Wood 6H,Fort Stockton,2025-10-04,FAILURE,"Christmas tree valve failure, emergency well control initiated",287.3,681846.35
EVT-000279,42-389-74966,Wood 6H,Fort Stockton,2024-03-28,FAILURE,Electrical cable failure on ESP causing complete shutdown,185.3,51561.82
EVT-000280,42-389-74966,Wood 6H,Fort Stockton,2026-06-05,FAILURE,"Christmas tree valve failure, emergency well control initiated",386.7,500965.27
EVT-000281,42-389-74966,Wood 6H,Fort Stockton,2026-05-22,FAILURE,"Tubing leak detected at depth, production ceased for workover",382.2,258132.79
EVT-000282,42-109-68228,Nelson 1H,Kermit,2026-02-26,INSPECTION,Routine preventive maintenance on ESP system including motor inspection and cable check,28.3,5941.94
EVT-000283,42-109-68228,Nelson 1H,Kermit,2026-04-19,MAINTENANCE,Surface facility maintenance including separator cleaning and meter calibration,6.1,10689.49
EVT-000284,42-475-58559,Henderson 8V,Pecos Valley,2026-03-25,INSPECTION,Annual safety valve inspection and function test completed,47.3,8926.63
EVT-000285,42-475-58559,Henderson 8V,Pecos Valley,2026-02-12,MAINTENANCE,Corrosion coupon retrieval and analysis - 2 mpy average rate,22.5,11421.12
EVT-000286,42-475-88148,Moore 8V,Loving,2025-11-19,CHEMICAL_TREATMENT,Surface facility maintenance including separator cleaning and meter calibration,33.2,8426.63
EVT-000287,42-475-88148,Moore 8V,Loving,2025-12-30,MAINTENANCE,Annual safety valve inspection and function test completed,39.7,24672.83
EVT-000288,42-475-88148,Moore 8V,Loving,2025-06-05,CHEMICAL_TREATMENT,Corrosion coupon retrieval and analysis - 2 mpy average rate,21.7,1535.62
EVT-000289,42-475-88148,Moore 8V,Loving,2025-06-11,INSPECTION,Scheduled wellhead maintenance and valve replacement,37.4,15241.03
EVT-000290,42-301-34205,Bell 9H,Wink,2025-05-07,CHEMICAL_TREATMENT,Corrosion coupon retrieval and analysis - 2 mpy average rate,24.0,14236.81
EVT-000291,42-301-34205,Bell 9H,Wink,2026-01-10,CHEMICAL_TREATMENT,Surface facility maintenance including separator cleaning and meter calibration,42.7,4667.35
EVT-000292,42-301-34205,Bell 9H,Wink,2024-11-19,INSPECTION,Quarterly ESP system diagnostic and vibration analysis completed,13.9,12104.81
EVT-000293,42-475-76890,Ranch 3H,Culberson County,2025-03-09,MAINTENANCE,Corrosion coupon retrieval and analysis - 2 mpy average rate,9.7,21028.55
EVT-000294,42-301-98162,Bennett 9H,Delaware Basin,2025-03-25,INSPECTION,Quarterly ESP system diagnostic and vibration analysis completed,21.7,3784.71
EVT-000295,42-301-98162,Bennett 9H,Delaware Basin,2025-05-28,INSPECTION,Corrosion coupon retrieval and analysis - 2 mpy average rate,47.1,6877.57
EVT-000296,42-301-98162,Bennett 9H,Delaware Basin,2025-01-27,MAINTENANCE,Scheduled wellhead maintenance and valve replacement,21.5,19453.12
EVT-000297,42-301-98162,Bennett 9H,Delaware Basin,2025-04-10,INSPECTION,Annual safety valve inspection and function test completed,44.2,22339.95
EVT-000298,42-475-63260,Hamilton 12V,Toyah,2025-02-17,MAINTENANCE,Quarterly ESP system diagnostic and vibration analysis completed,19.8,19690.45
EVT-000299,42-475-63260,Hamilton 12V,Toyah,2025-04-29,INSPECTION,Surface facility maintenance including separator cleaning and meter calibration,14.7,16030.14
EVT-000300,42-475-63260,Hamilton 12V,Toyah,2024-11-20,MAINTENANCE,Surface facility maintenance including separator cleaning and meter calibration,37.9,21244.06
EVT-000301,42-475-63260,Hamilton 12V,Toyah,2025-11-18,CHEMICAL_TREATMENT,Annual safety valve inspection and function test completed,37.2,4638.13
EVT-000302,42-371-85014,Baker 3H,Coyanosa,2025-10-19,MAINTENANCE,Routine preventive maintenance on ESP system including motor inspection and cable check,22.8,12472.26
EVT-000303,42-389-37784,Owens 6H,Delaware Basin,2026-06-05,INSPECTION,Routine preventive maintenance on ESP system including motor inspection and cable check,40.6,14998.01
EVT-000304,42-301-52646,Hill 2H,Orla,2026-04-21,MAINTENANCE,Annual safety valve inspection and function test completed,32.6,11542.95
